id,customer_id,age,gender,prefecture,feedback_rating,sentiment_score,total_spend,room_bookings,room_spend,restaurant_visits,restaurant_spend,pool_uses,breakfast_uses,target
91,c_692342,68,M,23,3,1,32000,2,32000,0,0,1,0,8
92,c_607516,34,M,40,5,1,48807,3,33000,3,15807,3,1,10
93,c_350257,68,M,1,4,0,39000,2,39000,0,0,0,0,6
94,c_836625,29,F,13,1,-1,34123,1,19000,3,15123,0,1,3
95,c_301078,63,M,23,5,1,56000,4,56000,0,0,0,1,10
96,c_737210,21,F,23,2,0,31545,1,21000,2,10545,0,1,3
97,c_542959,28,M,1,3,1,38064,3,32000,1,6064,1,0,8
98,c_591084,50,F,23,5,-1,53006,3,43000,2,10006,0,0,10
99,c_184826,51,F,27,3,0,27978,1,16000,2,11978,0,1,4
100,c_471628,72,F,1,2,0,42293,2,27000,3,15293,1,2,3
101,c_270481,32,M,27,1,-1,67195,4,51000,3,16195,3,0,4
102,c_876593,65,M,40,4,0,48000,3,48000,0,0,1,1,6
103,c_632452,57,M,40,2,-1,35507,3,30000,1,5507,3,0,2
104,c_041151,55,F,23,1,1,72073,5,66000,1,6073,2,1,6
105,c_420463,19,M,27,5,1,58000,5,58000,0,0,1,1,10
106,c_306189,69,F,40,1,0,36355,1,20000,3,16355,0,0,2
107,c_715001,72,F,27,1,-1,53238,4,43000,2,10238,2,4,3
108,c_274499,62,M,27,5,-1,54000,5,54000,0,0,3,1,10
109,c_897067,54,M,40,1,-1,39000,2,39000,0,0,0,0,3
110,c_224001,42,M,23,1,0,50726,1,30000,4,20726,0,0,2
111,c_061958,17,F,23,1,-1,41455,3,30000,2,11455,0,2,5
112,c_781149,37,M,40,2,-1,47779,4,42000,1,5779,3,0,6
113,c_093244,66,M,27,3,1,68631,4,57000,2,11631,3,0,9
114,c_889648,19,F,1,1,0,60937,4,54000,1,6937,1,3,3
115,c_371950,30,M,23,2,1,33281,1,22000,2,11281,0,0,5
116,c_824357,50,F,40,4,-1,63626,5,53000,2,10626,1,1,9
117,c_467586,28,M,23,3,0,42193,3,32000,2,10193,0,0,4
118,c_160268,44,F,23,4,1,41410,2,35000,1,6410,1,2,8
119,c_535242,67,M,23,2,-1,18350,1,12000,1,6350,0,0,6
120,c_492526,70,F,23,5,1,71283,5,56000,3,15283,2,3,10
121,c_197564,16,M,1,5,-1,67000,5,67000,0,0,5,1,10
122,c_893292,36,F,1,2,-1,40473,1,30000,2,10473,0,0,7
123,c_601831,17,M,40,1,1,38693,2,33000,1,5693,1,0,5
124,c_657467,21,M,27,2,1,33000,3,33000,0,0,3,0,6
125,c_092045,36,F,40,4,1,60186,5,50000,2,10186,0,4,9
126,c_738419,71,F,13,4,1,85269,5,70000,3,15269,2,0,10
127,c_673888,68,F,13,5,-1,64447,5,54000,2,10447,1,3,10
128,c_632804,21,M,23,1,0,52000,4,52000,0,0,3,0,3
129,c_237292,56,F,13,5,-1,46853,1,30000,3,16853,0,0,9
130,c_475701,31,M,40,4,1,73881,4,52000,4,21881,0,1,9
131,c_468207,63,F,23,2,-1,37280,2,27000,2,10280,0,0,7
132,c_196816,33,M,23,5,1,38626,3,33000,1,5626,3,0,10
133,c_066966,65,M,40,3,-1,24000,2,24000,0,0,2,0,5
134,c_024334,72,F,27,1,0,72156,5,56000,3,16156,2,5,3
135,c_022883,44,F,13,5,-1,51660,4,45000,1,6660,1,1,9
136,c_330436,31,M,40,1,1,59315,4,49000,2,10315,1,1,6
137,c_595039,32,F,23,3,0,58190,5,52000,1,6190,1,3,5
138,c_353958,38,F,27,1,0,46374,2,30000,3,16374,0,0,2
139,c_802915,22,F,23,1,0,29000,2,29000,0,0,0,1,2
140,c_079224,30,M,1,5,0,57000,5,57000,0,0,5,1,8
141,c_034004,63,M,40,1,0,35000,3,35000,0,0,0,1,2
142,c_097836,21,F,13,2,1,35000,2,35000,0,0,1,0,6
143,c_488518,68,F,13,5,0,76619,5,66000,2,10619,2,5,8
144,c_374094,57,F,1,3,0,47344,2,32000,3,15344,0,2,4
145,c_118782,39,F,27,3,1,30449,2,20000,2,10449,0,1,7
146,c_470043,19,F,27,4,0,40253,2,35000,1,5253,0,1,6
147,c_071772,62,M,13,5,-1,53000,4,53000,0,0,1,1,9
148,c_113689,31,F,40,3,1,68857,5,58000,2,10857,0,2,9
149,c_625831,16,F,27,5,-1,45360,2,34000,2,11360,0,2,10
150,c_005957,33,F,13,1,-1,41000,3,41000,0,0,1,3,6
151,c_761385,46,M,27,5,0,48000,4,48000,0,0,1,1,8
152,c_145756,23,F,1,3,0,51359,3,46000,1,5359,0,0,5
153,c_501732,29,F,40,1,-1,40075,1,29000,2,11075,0,0,3
154,c_179403,34,M,23,2,1,54220,4,44000,2,10220,4,1,7
155,c_232239,28,M,40,4,0,46206,3,36000,2,10206,1,1,6
156,c_406843,60,F,40,4,-1,64805,5,54000,2,10805,2,4,8
157,c_112489,20,M,40,5,0,44000,3,44000,0,0,0,0,7
158,c_034709,64,M,13,4,1,53279,4,48000,1,5279,2,1,10
159,c_038743,30,M,1,2,0,44761,3,38000,1,6761,0,1,4
160,c_562606,49,M,27,2,1,26339,1,20000,1,6339,0,0,5
161,c_772463,55,M,23,3,1,52000,4,52000,0,0,4,1,8
162,c_341951,52,M,40,4,0,45000,3,45000,0,0,1,1,6
163,c_222871,61,F,23,2,0,39693,2,24000,3,15693,1,0,3
164,c_003154,72,M,13,1,0,63000,5,63000,0,0,0,0,3
165,c_241134,24,F,27,2,-1,70394,4,55000,3,15394,0,1,7
166,c_393043,41,F,27,1,-1,55339,4,50000,1,5339,1,0,5
167,c_589702,72,M,40,5,1,36000,2,36000,0,0,0,0,10
168,c_470683,25,F,23,1,0,74726,5,63000,2,11726,0,3,3
169,c_486608,52,F,40,5,-1,31417,2,21000,2,10417,1,1,6
170,c_023991,15,M,40,4,-1,38000,2,38000,0,0,0,0,7
171,c_871791,50,F,40,1,0,46697,2,31000,3,15697,0,2,2
172,c_726221,33,M,23,5,-1,14000,1,14000,0,0,1,0,8
173,c_063348,29,M,40,4,1,19859,1,13000,1,6859,0,0,8
174,c_379891,34,F,1,1,-1,36770,2,31000,1,5770,0,2,4
175,c_566626,21,M,40,4,1,31000,3,31000,0,0,3,0,9
176,c_609386,61,M,40,5,0,45000,3,45000,0,0,1,1,7
177,c_875456,71,M,23,2,0,57000,5,57000,0,0,4,0,4
178,c_456842,32,M,13,5,1,30022,2,20000,2,10022,1,0,9
179,c_236388,45,M,23,4,-1,55000,5,55000,0,0,0,1,10
180,c_472839,50,M,23,4,-1,44000,4,44000,0,0,3,1,5
181,c_028487,46,F,40,2,0,54793,2,38000,3,16793,1,1,4
182,c_776974,44,F,1,1,-1,69149,5,64000,1,5149,2,5,6
183,c_152812,30,M,1,4,0,76120,5,56000,4,20120,4,1,7
184,c_047481,66,F,23,3,1,55367,4,40000,3,15367,1,1,7
185,c_666471,26,F,40,3,-1,57501,4,51000,1,6501,2,4,8
186,c_787877,45,F,40,1,-1,39602,2,33000,1,6602,0,0,1
187,c_745163,47,F,13,4,1,43552,2,28000,3,15552,1,2,8
188,c_001653,66,F,13,5,0,68252,4,53000,3,15252,0,3,8
189,c_405029,15,M,23,5,-1,54000,4,54000,0,0,2,1,10
190,c_805094,33,M,13,2,0,44149,3,38000,1,6149,2,1,4
191,c_645306,31,F,40,2,1,76038,5,70000,1,6038,1,5,8
192,c_693775,22,M,23,1,1,35227,1,30000,1,5227,1,0,6
193,c_558171,45,M,23,5,1,33983,2,22000,2,11983,2,0,9
194,c_655075,45,M,13,3,-1,33272,2,28000,1,5272,0,0,6
195,c_067519,33,M,27,1,0,52838,4,41000,2,11838,1,1,2
196,c_642161,62,M,27,5,1,57000,4,57000,0,0,2,0,10
197,c_867885,58,F,23,2,1,44125,2,34000,2,10125,0,2,6
198,c_294336,50,F,40,5,0,84227,5,68000,3,16227,1,1,8
199,c_739119,59,F,27,2,0,83064,5,67000,3,16064,0,0,5
200,c_698725,52,F,40,1,1,55457,2,40000,3,15457,1,2,5
201,c_331181,55,M,23,3,1,57000,5,57000,0,0,3,0,9
202,c_025779,51,M,1,4,1,43000,4,43000,0,0,3,0,10
203,c_774613,20,M,40,1,1,25000,2,25000,0,0,1,0,5
204,c_386054,59,F,13,1,1,40329,1,29000,2,11329,0,1,5
205,c_184624,61,F,40,1,1,65889,4,54000,2,11889,1,3,7
206,c_227918,33,M,23,2,1,39117,1,24000,3,15117,0,0,7
207,c_715049,44,F,27,5,1,67087,5,52000,3,15087,0,5,10
208,c_118462,15,F,1,2,1,49000,4,49000,0,0,2,0,8
209,c_370620,22,M,13,2,0,30000,3,30000,0,0,3,1,3
210,c_627775,59,F,27,1,1,40928,2,25000,3,15928,0,1,5
211,c_703999,31,F,23,4,1,58378,3,42000,3,16378,0,0,9
212,c_782487,62,F,13,1,0,64043,3,48000,3,16043,1,2,3
213,c_174175,27,F,13,2,0,35930,2,24000,2,11930,0,2,3
214,c_048396,23,F,40,5,-1,47271,3,37000,2,10271,0,2,5
215,c_480308,24,M,40,2,1,45862,2,34000,2,11862,0,0,7
216,c_551981,49,M,40,4,0,51000,4,51000,0,0,1,1,6
217,c_789433,51,M,13,5,1,20000,2,20000,0,0,0,0,9
218,c_218539,63,M,27,1,0,52837,4,47000,1,5837,4,0,3
219,c_663542,52,F,27,2,-1,39601,1,24000,3,15601,0,0,4
220,c_476678,62,F,13,1,0,40020,1,25000,3,15020,0,1,2
221,c_898689,44,F,23,1,1,69744,5,58000,2,11744,1,1,6
222,c_844806,46,F,40,3,0,38867,1,23000,3,15867,0,1,4
223,c_069163,39,M,13,4,-1,66202,5,61000,1,5202,3,0,5
224,c_193334,62,M,1,1,0,20782,1,15000,1,5782,1,0,1
225,c_540774,43,F,40,5,0,65010,4,59000,1,6010,2,0,8
226,c_366907,48,F,1,4,1,57434,4,41000,3,16434,1,4,9
227,c_694221,43,M,13,4,0,34823,1,18000,3,16823,1,0,5
228,c_080637,55,F,40,1,1,76587,5,66000,2,10587,2,4,6
229,c_607228,24,F,1,3,0,71958,5,55000,3,16958,0,0,5
230,c_362064,45,F,23,5,1,68131,5,57000,2,11131,1,5,10
231,c_616098,24,M,13,4,1,48928,2,28000,4,20928,1,0,8
232,c_031650,22,F,27,5,1,52111,4,41000,2,11111,1,2,10
233,c_011270,68,M,40,4,0,41000,3,41000,0,0,3,0,6
234,c_408512,57,M,13,5,-1,75323,5,70000,1,5323,0,1,10
235,c_662463_235,66,F,40,5,1,67245,5,51000,3,16245,1,2,10
236,c_804518,34,F,23,4,1,78268,5,67000,2,11268,1,0,10
237,c_425257,29,F,27,5,0,40261,1,24000,3,16261,0,0,7
238,c_586199,28,M,40,4,0,61519,4,46000,3,15519,3,0,6
239,c_138082,15,F,1,1,1,47462,2,31000,3,16462,1,0,4
240,c_443357,36,F,1,5,1,70263,5,59000,2,11263,0,3,10
241,c_464945,69,F,40,5,1,47357,3,31000,3,16357,1,2,9
242,c_395674,15,M,40,3,1,50000,3,50000,0,0,0,0,9
243,c_732309,16,M,27,3,0,60826,5,54000,1,6826,0,1,5
244,c_784311,44,F,23,2,0,17372,1,12000,1,5372,0,0,2
245,c_614877,34,M,40,1,-1,24373,1,18000,1,6373,1,0,4
246,c_051184,45,M,23,4,-1,74576,5,59000,3,15576,3,0,9
247,c_245716,61,M,23,5,1,22000,1,22000,0,0,0,0,9
248,c_521706,31,F,13,5,0,45956,1,30000,3,15956,0,0,7
249,c_633354,38,M,40,3,1,48455,3,42000,1,6455,0,0,7
250,c_542823,68,M,23,2,1,50000,3,50000,0,0,0,1,7
251,c_777971,68,M,27,5,1,45129,3,40000,1,5129,3,1,9
252,c_358691,20,M,27,1,-1,61000,5,61000,0,0,4,1,3
253,c_242960,19,F,1,3,0,79773,5,63000,3,16773,1,3,6
254,c_501504,28,F,23,1,1,59609,4,49000,2,10609,0,1,6
255,c_625707,52,F,1,1,1,32855,1,21000,2,11855,0,1,5
256,c_493292,39,M,40,5,0,54784,4,49000,1,5784,4,0,8
257,c_608346,60,M,13,4,-1,37000,2,37000,0,0,2,0,9
258,c_175399,25,M,40,1,1,22955,1,17000,1,5955,0,0,5
259,c_182850,47,F,23,5,0,39509,2,24000,3,15509,0,1,7
260,c_586293,33,F,1,3,-1,75827,5,59000,3,16827,0,2,5
261,c_368933,55,M,40,4,1,42000,4,42000,0,0,3,0,9
262,c_212302,70,M,40,4,0,34000,3,34000,0,0,0,1,6
263,c_118886,18,M,23,3,-1,60000,4,60000,0,0,1,1,7
264,c_049819,48,M,23,1,-1,30947,2,25000,1,5947,2,0,4
265,c_227885,57,F,40,3,1,66614,4,56000,2,10614,1,0,8
266,c_126681,66,F,13,2,1,26322,1,10000,3,16322,0,1,6
267,c_564671,25,F,27,5,0,77858,5,66000,2,11858,2,0,8
268,c_401200,51,F,13,1,-1,59998,4,54000,1,5998,2,1,3
269,c_498531,49,F,27,4,0,61977,3,45000,3,16977,0,2,6
270,c_055136,60,M,1,2,0,11000,1,11000,0,0,1,0,2
271,c_741555,53,F,1,4,1,40222,1,24000,3,16222,0,0,8
272,c_181811,19,F,27,2,-1,49309,2,38000,2,11309,0,0,2
273,c_095702,62,M,40,3,0,44000,4,44000,0,0,3,1,5
274,c_230707,32,F,1,3,1,33643,2,22000,2,11643,0,1,7
275,c_886680,45,F,40,4,1,32487,1,21000,2,11487,0,1,8
276,c_012378,51,M,40,1,0,41000,4,41000,0,0,2,0,2
277,c_651044,54,M,13,2,0,28000,2,28000,0,0,1,0,3
278,c_321654,56,M,40,1,1,71950,5,61000,2,10950,1,0,7
279,c_194903,29,F,27,4,1,64258,5,53000,2,11258,0,4,10
280,c_596471,53,M,40,5,0,45000,4,45000,0,0,4,1,7
281,c_443509,57,M,1,1,0,62324,5,56000,1,6324,3,0,3
282,c_343098,27,M,1,4,-1,69115,4,49000,4,20115,0,1,8
283,c_697796,19,M,40,5,-1,57000,4,57000,0,0,0,1,7
284,c_821902,64,F,23,2,-1,51230,3,36000,3,15230,1,0,6
285,c_097488,16,F,1,1,1,64866,4,54000,2,10866,2,3,6
286,c_030372,49,F,1,3,1,63008,3,48000,3,15008,1,0,8
287,c_058298,51,F,27,1,1,50868,2,39000,2,11868,1,0,6
288,c_802963,70,M,27,3,1,17000,1,17000,0,0,0,0,7
289,c_804109,43,F,1,1,0,73549,5,62000,2,11549,1,0,3
290,c_686561,63,F,1,4,1,69265,4,59000,2,10265,1,2,10
291,c_881786,30,F,23,2,-1,19000,1,19000,0,0,0,0,4
292,c_564261,46,F,23,2,0,63511,4,47000,3,16511,0,0,4
293,c_789848,26,M,1,3,-1,65520,3,49000,3,16520,0,0,8
294,c_881281,41,M,27,3,0,64989,5,54000,2,10989,3,1,5
295,c_667257,37,F,23,4,1,33954,2,22000,2,11954,1,1,8
296,c_816457,27,M,27,4,0,54045,4,43000,2,11045,1,0,6
297,c_401524,26,M,23,5,0,66633,5,60000,1,6633,2,0,8
298,c_069136,52,F,1,4,1,48792,3,32000,3,16792,1,1,8
299,c_578052,57,M,40,1,0,51000,4,51000,0,0,3,1,3
300,c_749852,60,F,23,3,0,57900,4,46000,2,11900,0,3,5
301,c_720223,23,M,1,4,0,28999,1,22000,1,6999,0,0,5
302,c_141900,72,F,1,1,1,35692,1,19000,3,16692,0,1,4
303,c_806113,43,F,23,4,0,57176,5,52000,1,5176,1,0,7
304,c_359555,69,M,23,2,1,24000,1,24000,0,0,0,0,7
305,c_265564,50,F,27,1,1,52494,3,36000,3,16494,0,0,5
306,c_561578,57,F,40,2,1,37631,1,26000,2,11631,0,0,7
307,c_646603,57,M,13,4,0,47000,3,47000,0,0,2,0,6
308,c_431693,51,F,27,3,-1,62613,4,46000,3,16613,0,2,5
309,c_730087,19,M,23,4,-1,63000,5,63000,0,0,1,0,10
310,c_016439,60,M,27,5,1,58000,4,58000,0,0,0,1,10
311,c_457266,65,F,13,5,-1,58729,3,43000,3,15729,0,0,8
312,c_050684,20,M,1,3,-1,21000,2,21000,0,0,0,0,5
313,c_305679,51,M,23,1,1,49834,3,44000,1,5834,3,0,6
314,c_115878,17,F,23,5,-1,40582,1,25000,3,15582,0,0,10
315,c_750987,65,F,23,1,0,81286,5,66000,3,15286,0,2,4
316,c_275590,17,F,13,2,-1,10000,1,10000,0,0,0,1,6
317,c_446764,58,M,40,4,-1,15791,1,10000,1,5791,0,0,8
318,c_405926,59,M,23,5,-1,20000,2,20000,0,0,2,0,7
319,c_809333,64,M,1,4,-1,63713,4,53000,2,10713,3,1,10
320,c_522621,53,M,40,5,1,76570,4,60000,3,16570,0,0,10
321,c_102563,54,M,27,1,-1,58000,4,58000,0,0,2,0,1
322,c_532400,34,F,13,2,0,40733,2,25000,3,15733,0,0,3
323,c_080606,44,M,40,4,0,35923,2,20000,3,15923,2,0,5
324,c_894118,21,M,27,5,1,48000,4,48000,0,0,4,1,10
325,c_117530,20,F,13,2,0,24981,1,13000,2,11981,0,0,2
326,c_569607,35,F,23,4,0,47552,3,32000,3,15552,0,1,6
327,c_804787,53,F,1,2,-1,47990,3,31000,3,16990,1,3,2
328,c_365689,51,F,27,2,-1,33995,1,17000,3,16995,0,0,4
329,c_774547,62,F,23,3,0,59890,4,44000,3,15890,0,0,5
330,c_333756,64,M,13,4,0,32000,2,32000,0,0,2,0,6
331,c_620431,52,M,40,3,0,40112,2,35000,1,5112,2,0,5
332,c_390017,30,F,40,3,1,71253,4,60000,2,11253,0,0,8
333,c_827070,34,F,23,4,1,73188,5,63000,2,10188,2,2,10
334,c_220635,16,F,13,4,-1,44318,3,33000,2,11318,1,1,8
335,c_678049,54,M,40,3,-1,66000,5,66000,0,0,4,1,5
336,c_048626,62,F,40,3,0,26798,1,20000,1,6798,0,1,4
337,c_127346,38,F,13,2,0,40091,3,34000,1,6091,1,2,3
338,c_025394,41,F,1,2,1,49352,2,38000,2,11352,1,1,6
339,c_416536,28,F,40,4,0,81589,5,66000,3,15589,0,4,7
340,c_289691,41,M,13,4,0,76400,5,60000,3,16400,5,1,7
341,c_133862,35,M,40,3,0,38135,1,27000,2,11135,1,0,4
342,c_116907,62,F,27,1,1,55049,2,39000,3,16049,1,1,5
343,c_219393,44,M,23,3,0,58955,3,47000,2,11955,1,0,5
344,c_574526,71,M,23,3,0,41000,4,41000,0,0,0,0,5
345,c_682176,62,F,23,3,1,67974,4,51000,3,16974,0,3,9
346,c_299638,58,M,23,4,1,49000,4,49000,0,0,2,0,9
347,c_294179,69,M,1,3,0,31000,2,31000,0,0,1,0,4
348,c_474710,39,F,1,2,0,76217,5,65000,2,11217,0,3,5
349,c_557970,25,M,23,4,1,28257,1,18000,2,10257,0,0,7
350,c_633085,21,F,40,1,0,62393,5,52000,2,10393,0,4,3
351,c_442281,20,F,23,2,-1,35177,2,25000,2,10177,0,1,3
352,c_581093,52,F,27,2,0,37324,1,22000,3,15324,0,0,3
353,c_709644,31,M,27,3,1,46969,3,31000,3,15969,2,0,8
354,c_541450,45,M,23,5,-1,59808,4,53000,1,6808,2,1,10
355,c_407992,15,F,13,1,0,74520,5,58000,3,16520,0,4,3
356,c_489995,44,M,40,3,1,59329,3,49000,2,10329,0,1,9
357,c_574837,70,M,23,3,0,69000,5,69000,0,0,5,1,6
358,c_010182,49,F,1,5,1,39526,1,28000,2,11526,0,1,10
359,c_509280,49,M,27,5,0,28000,2,28000,0,0,2,0,7
360,c_670876,31,F,40,4,-1,54919,3,49000,1,5919,1,1,6
361,c_581198,61,M,40,1,-1,63410,5,53000,2,10410,3,1,4
362,c_008215,58,M,23,1,-1,18867,1,12000,1,6867,0,0,4
363,c_247798,27,M,1,4,-1,37895,1,22000,3,15895,1,0,8
364,c_111214,23,M,40,4,1,50180,2,35000,3,15180,0,0,9
365,c_648071,44,M,13,1,0,63622,3,48000,3,15622,1,0,3
366,c_051506,54,F,23,4,0,46291,2,30000,3,16291,1,1,6
367,c_592970,43,F,23,4,-1,52433,4,42000,2,10433,0,3,9
368,c_105604,47,F,27,5,1,82511,5,67000,3,15511,0,0,10
369,c_237412,19,F,1,5,0,45924,3,35000,2,10924,1,3,7
370,c_421298,51,F,27,2,-1,56992,4,41000,3,15992,1,0,3
371,c_208707,22,M,23,3,0,45905,2,34000,2,11905,2,0,5
372,c_307489,71,M,1,2,0,60000,4,60000,0,0,1,1,4
373,c_717818,33,M,27,2,-1,79274,4,58000,4,21274,4,1,5
374,c_736721,32,F,1,5,-1,51718,3,41000,2,10718,1,2,6
375,c_605537,16,M,13,2,-1,39000,2,39000,0,0,1,0,6
376,c_011821,27,F,27,2,0,37863,3,31000,1,6863,0,2,3
377,c_407586,30,M,23,3,0,45249,2,39000,1,6249,0,0,5
378,c_898519,29,M,40,5,0,53623,2,37000,3,16623,2,0,7
379,c_312004,18,M,40,3,0,23000,2,23000,0,0,2,0,4
380,c_073797,59,M,27,4,-1,74867,5,68000,1,6867,3,0,10
381,c_387044,27,F,13,5,0,51276,2,40000,2,11276,0,1,7
382,c_165332,26,F,27,3,-1,68696,4,57000,2,11696,2,2,9
383,c_676212,63,F,13,4,0,31866,2,20000,2,11866,0,2,5
384,c_352875,25,F,13,5,1,46000,3,46000,0,0,1,3,10
