id,customer_id,age,gender,prefecture,feedback_rating,sentiment_score,total_spend,room_bookings,room_spend,restaurant_visits,restaurant_spend,pool_uses,breakfast_uses,target
851,c_615740,19,M,40,4,1,39000,3,39000,0,0,2,0,8
414,c_690456,65,F,40,1,1,61949,5,51000,2,10949,0,2,6
483,c_118456,33,F,23,1,-1,52637,3,46000,1,6637,1,2,6
891,c_198677,60,F,27,1,0,62804,4,47000,3,15804,1,2,3
965,c_807035,27,F,40,2,0,42000,4,42000,0,0,0,4,4
840,c_616021,72,M,27,5,0,31000,2,31000,0,0,2,0,7
765,c_390260,18,M,40,4,-1,16000,1,16000,0,0,1,0,3
457,c_169534,31,M,40,3,1,56248,5,51000,1,5248,0,1,9
404,c_860745,53,M,1,1,-1,13000,1,13000,0,0,1,0,5
907,c_238745,17,F,27,1,-1,60000,4,60000,0,0,2,4,2
189,c_405029,15,M,23,5,-1,54000,4,54000,0,0,2,1,10
676,c_746649,20,M,23,2,1,29000,1,29000,0,0,0,0,5
608,c_794863,67,M,40,5,-1,58139,4,52000,1,6139,2,1,10
240,c_443357,36,F,1,5,1,70263,5,59000,2,11263,0,3,10
134,c_024334,72,F,27,1,0,72156,5,56000,3,16156,2,5,3
918,c_240916,55,M,23,1,0,28000,1,28000,0,0,1,0,2
646,c_873000,32,F,40,5,1,57242,5,51000,1,6242,1,5,10
367,c_592970,43,F,23,4,-1,52433,4,42000,2,10433,0,3,9
793,c_515391,54,M,40,2,-1,35000,3,35000,0,0,2,0,6
496,c_245626,50,F,40,1,0,53799,3,42000,2,11799,0,0,3
461,c_482150,31,F,27,1,0,61596,5,56000,1,5596,2,3,3
655,c_696391,31,F,13,3,-1,69591,4,59000,2,10591,2,0,4
82,c_681184,59,F,40,4,0,65829,4,49000,3,16829,0,4,6
534,c_314917,35,F,27,2,0,47386,3,41000,1,6386,0,3,4
586,c_877662,63,M,1,4,0,45000,3,45000,0,0,3,1,6
951,c_862725,39,M,13,4,0,68287,5,53000,3,15287,3,0,7
964,c_701169,71,F,13,1,0,31161,2,20000,2,11161,0,0,2
669,c_313523,23,F,27,1,-1,27195,1,12000,3,15195,0,0,2
550,c_569924,32,F,13,3,1,69545,4,58000,2,11545,2,4,8
571,c_175352,70,F,1,5,1,38811,1,23000,3,15811,0,1,9
429,c_169459,58,F,23,2,0,28386,1,13000,3,15386,0,1,2
296,c_816457,27,M,27,4,0,54045,4,43000,2,11045,1,0,6
212,c_782487,62,F,13,1,0,64043,3,48000,3,16043,1,2,3
437,c_461881,70,M,1,2,1,42000,4,42000,0,0,2,0,6
319,c_809333,64,M,1,4,-1,63713,4,53000,2,10713,3,1,10
160,c_562606,49,M,27,2,1,26339,1,20000,1,6339,0,0,5
90,c_435029,64,M,27,1,1,75596,5,70000,1,5596,2,1,7
786,c_284523,66,F,23,2,1,51488,3,36000,3,15488,0,3,7
63,c_384215,66,M,27,2,1,25000,2,25000,0,0,1,0,7
137,c_595039,32,F,23,3,0,58190,5,52000,1,6190,1,3,5
138,c_353958,38,F,27,1,0,46374,2,30000,3,16374,0,0,2
480,c_223774,50,M,13,5,-1,57335,4,47000,2,10335,0,0,9
329,c_774547,62,F,23,3,0,59890,4,44000,3,15890,0,0,5
729,c_632701,59,F,23,4,0,60711,3,50000,2,10711,1,1,6
527,c_706579,62,M,13,1,0,40000,3,40000,0,0,0,1,2
416,c_114257,58,F,1,5,-1,39305,2,23000,3,16305,0,2,9
337,c_127346,38,F,13,2,0,40091,3,34000,1,6091,1,2,3
162,c_341951,52,M,40,4,0,45000,3,45000,0,0,1,1,6
214,c_048396,23,F,40,5,-1,47271,3,37000,2,10271,0,2,5
13,c_089352,18,F,1,4,1,28751,1,18000,2,10751,0,0,8
192,c_693775,22,M,23,1,1,35227,1,30000,1,5227,1,0,6
915,c_026548,38,M,13,5,-1,35032,2,29000,1,6032,0,0,5
673,c_272372,70,F,1,1,1,53168,4,43000,2,10168,1,4,6
49,c_732387,46,M,13,2,0,40000,3,40000,0,0,2,1,4
286,c_030372,49,F,1,3,1,63008,3,48000,3,15008,1,0,8
265,c_227885,57,F,40,3,1,66614,4,56000,2,10614,1,0,8
201,c_331181,55,M,23,3,1,57000,5,57000,0,0,3,0,9
967,c_068532,54,M,27,2,-1,29000,2,29000,0,0,2,0,3
718,c_057275,67,M,1,3,-1,75991,5,69000,1,6991,3,1,6
22,c_330614,40,F,13,1,0,47146,2,31000,3,16146,0,1,2
142,c_097836,21,F,13,2,1,35000,2,35000,0,0,1,0,6
978,c_273485,62,F,40,1,1,61780,3,45000,3,16780,1,1,6
554,c_213513,70,F,13,1,0,51598,4,40000,2,11598,1,4,2
960,c_691657,62,F,27,1,0,49759,2,33000,3,16759,1,2,2
33,c_116215,36,M,23,4,0,64762,4,54000,2,10762,2,1,7
747,c_833475,43,F,23,4,-1,64181,3,48000,3,16181,1,2,5
442,c_806326,46,M,13,1,-1,54000,5,54000,0,0,4,0,3
922,c_076364,45,M,27,4,1,29000,1,29000,0,0,1,0,9
814,c_819149,17,M,13,4,0,34015,2,28000,1,6015,2,0,6
697,c_471611,58,F,13,2,0,37630,1,26000,2,11630,0,0,3
933,c_040409,63,M,23,1,0,52000,4,52000,0,0,4,0,3
422,c_051228,64,F,40,4,0,51313,3,35000,3,16313,1,2,6
113,c_093244,66,M,27,3,1,68631,4,57000,2,11631,3,0,9
791,c_788597,40,F,40,3,0,38692,1,27000,2,11692,0,1,4
735,c_688656,40,M,40,1,1,44137,1,28000,3,16137,1,0,4
21,c_253932,32,M,27,5,-1,67475,4,57000,2,10475,4,1,10
70,c_814444,33,F,27,5,1,45799,2,30000,3,15799,0,1,10
151,c_761385,46,M,27,5,0,48000,4,48000,0,0,1,1,8
832,c_373687,40,F,13,1,0,69072,5,59000,2,10072,0,2,3
942,c_224724,38,M,1,2,1,16836,1,10000,1,6836,1,0,6
750,c_015098,27,M,13,1,0,59637,3,48000,2,11637,2,0,3
307,c_646603,57,M,13,4,0,47000,3,47000,0,0,2,0,6
304,c_359555,69,M,23,2,1,24000,1,24000,0,0,0,0,7
282,c_343098,27,M,1,4,-1,69115,4,49000,4,20115,0,1,8
537,c_376622,48,M,40,3,0,58000,5,58000,0,0,2,1,6
569,c_662463_569,51,F,23,2,0,62861,4,46000,3,16861,2,2,4
343,c_219393,44,M,23,3,0,58955,3,47000,2,11955,1,0,5
975,c_654199,29,F,23,4,1,56138,3,50000,1,6138,0,3,10
994,c_700698,29,F,40,1,1,60310,3,49000,2,11310,0,2,5
939,c_792132,66,F,1,1,0,45063,1,30000,3,15063,0,1,2
985,c_848133,32,F,40,1,1,29839,1,14000,3,15839,0,1,5
549,c_306092,30,F,23,2,1,42854,2,36000,1,6854,0,1,6
998,c_467724,65,F,13,1,-1,74579,4,58000,3,16579,2,1,5
929,c_083805,21,M,23,5,-1,43000,4,43000,0,0,3,0,8
796,c_153299,60,F,23,5,1,65694,5,50000,3,15694,2,4,10
228,c_080637,55,F,40,1,1,76587,5,66000,2,10587,2,4,6
865,c_541585,63,M,23,2,1,22977,1,16000,1,6977,0,0,5
481,c_078165,54,F,23,2,1,36430,1,20000,3,16430,0,1,6
761,c_267817,68,F,23,4,1,61174,4,46000,3,15174,1,4,10
222,c_844806,46,F,40,3,0,38867,1,23000,3,15867,0,1,4
279,c_194903,29,F,27,4,1,64258,5,53000,2,11258,0,4,10
631,c_658045,58,F,13,1,1,26310,1,11000,3,15310,0,1,3
768,c_640005,18,F,1,2,-1,76760,5,70000,1,6760,2,1,7
959,c_687463,34,F,27,1,-1,81118,5,66000,3,15118,1,4,3
36,c_320577,54,M,23,2,-1,40744,2,35000,1,5744,2,0,2
150,c_005957,33,F,13,1,-1,41000,3,41000,0,0,1,3,6
936,c_854851,56,F,1,2,-1,72326,4,56000,3,16326,2,3,6
861,c_289132,17,F,27,4,-1,27643,2,21000,1,6643,0,2,8
241,c_464945,69,F,40,5,1,47357,3,31000,3,16357,1,2,9
773,c_009035,32,M,1,4,-1,34528,2,28000,1,6528,2,0,9
353,c_709644,31,M,27,3,1,46969,3,31000,3,15969,2,0,8
733,c_458447,48,M,27,5,-1,52000,5,52000,0,0,5,1,9
838,c_823477,64,F,13,3,-1,70924,5,55000,3,15924,0,3,4
603,c_440730,20,F,27,4,1,51327,3,35000,3,16327,1,2,10
270,c_055136,60,M,1,2,0,11000,1,11000,0,0,1,0,2
545,c_584516,37,F,40,4,1,61019,3,50000,2,11019,0,2,10
778,c_422302,48,M,13,1,-1,70000,5,70000,0,0,1,0,5
79,c_232780,30,F,40,4,0,39079,2,33000,1,6079,0,0,6
285,c_097488,16,F,1,1,1,64866,4,54000,2,10866,2,3,6
956,c_657690,37,F,40,3,-1,44206,2,34000,2,10206,0,1,8
30,c_617682,71,M,27,2,1,47313,4,41000,1,6313,3,1,6
139,c_802915,22,F,23,1,0,29000,2,29000,0,0,0,1,2
652,c_139594,69,F,13,4,-1,37100,1,26000,2,11100,0,1,5
614,c_854431,42,F,13,1,-1,68192,5,63000,1,5192,2,0,5
961,c_132708,65,F,27,1,1,75527,4,59000,3,16527,2,0,6
821,c_391839,58,M,13,3,-1,75021,5,64000,2,11021,5,1,6
254,c_501504,28,F,23,1,1,59609,4,49000,2,10609,0,1,6
478,c_801171,42,M,27,3,1,46160,2,25000,4,21160,0,0,7
401,c_010005,66,M,40,2,-1,59000,5,59000,0,0,5,0,3
674,c_303864,47,F,27,4,0,69492,4,54000,3,15492,2,1,7
843,c_258186,63,M,27,2,1,50000,5,50000,0,0,2,0,7
803,c_722956,32,F,1,3,0,28651,1,17000,2,11651,0,0,4
251,c_777971,68,M,27,5,1,45129,3,40000,1,5129,3,1,9
996,c_458716,44,M,27,5,0,46771,3,40000,1,6771,1,1,7
185,c_666471,26,F,40,3,-1,57501,4,51000,1,6501,2,4,8
902,c_734904,17,F,23,4,0,36037,2,30000,1,6037,1,0,6
536,c_872560,17,F,40,1,1,46000,4,46000,0,0,2,3,5
233,c_011270,68,M,40,4,0,41000,3,41000,0,0,3,0,6
856,c_067272,62,M,27,5,0,75915,5,69000,1,6915,4,1,8
651,c_702896,26,F,13,2,1,49385,2,38000,2,11385,0,2,7
642,c_446507,45,M,23,3,0,38147,3,33000,1,5147,0,1,5
746,c_686033,64,F,40,5,-1,36364,1,25000,2,11364,0,1,8
682,c_527555,41,M,13,3,-1,65175,4,50000,3,15175,1,1,7
374,c_736721,32,F,1,5,-1,51718,3,41000,2,10718,1,2,6
660,c_869576,57,M,13,3,0,76589,5,70000,1,6589,2,1,6
878,c_822246,38,F,23,4,1,16000,1,16000,0,0,0,1,8
433,c_838417,69,F,1,2,1,34602,1,18000,3,16602,0,0,6
407,c_860619,40,M,13,3,-1,20133,1,14000,1,6133,1,0,6
292,c_564261,46,F,23,2,0,63511,4,47000,3,16511,0,0,4
916,c_263264,60,M,40,5,1,51000,4,51000,0,0,1,1,10
103,c_632452,57,M,40,2,-1,35507,3,30000,1,5507,3,0,2
19,c_051384,22,M,27,4,0,50423,3,39000,2,11423,1,1,6
661,c_361460,19,F,1,5,1,25035,1,19000,1,6035,0,0,9
811,c_888805,23,M,1,1,0,72188,4,56000,3,16188,0,0,3
181,c_028487,46,F,40,2,0,54793,2,38000,3,16793,1,1,4
459,c_249737,36,M,23,4,-1,63802,5,53000,2,10802,5,0,7
309,c_730087,19,M,23,4,-1,63000,5,63000,0,0,1,0,10
474,c_197803,56,M,23,3,1,50353,3,45000,1,5353,0,1,7
452,c_754323,38,M,27,3,1,31000,2,31000,0,0,2,0,8
910,c_583523,26,F,40,4,1,37242,1,22000,3,15242,0,0,8
752,c_801413,56,F,23,3,0,42324,1,27000,3,15324,0,0,4
297,c_401524,26,M,23,5,0,66633,5,60000,1,6633,2,0,8
260,c_586293,33,F,1,3,-1,75827,5,59000,3,16827,0,2,5
742,c_671750,15,M,1,1,-1,35000,2,35000,0,0,1,0,1
305,c_265564,50,F,27,1,1,52494,3,36000,3,16494,0,0,5
943,c_483673,23,M,40,2,1,58302,4,53000,1,5302,0,0,7
43,c_304898,21,M,1,2,0,46581,4,40000,1,6581,4,1,4
552,c_519410,69,F,40,3,-1,56406,3,45000,2,11406,1,0,4
392,c_823218,54,M,1,1,1,37000,3,37000,0,0,2,0,6
984,c_179479,58,M,40,2,-1,65612,5,54000,2,11612,1,0,4
324,c_894118,21,M,27,5,1,48000,4,48000,0,0,4,1,10
231,c_616098,24,M,13,4,1,48928,2,28000,4,20928,1,0,8
334,c_220635,16,F,13,4,-1,44318,3,33000,2,11318,1,1,8
50,c_392012,48,M,27,3,1,37008,3,31000,1,6008,0,1,7
345,c_682176,62,F,23,3,1,67974,4,51000,3,16974,0,3,9
488,c_621038,38,M,27,2,1,25415,1,20000,1,5415,1,0,5
533,c_630670,39,F,13,1,-1,66531,3,50000,3,16531,1,3,1
35,c_504723,57,M,40,3,0,50000,5,50000,0,0,2,0,5
191,c_645306,31,F,40,2,1,76038,5,70000,1,6038,1,5,8
805,c_634584,50,F,23,2,-1,81593,5,65000,3,16593,1,4,5
403,c_796580,63,F,1,3,1,29185,1,23000,1,6185,0,0,7
338,c_025394,41,F,1,2,1,49352,2,38000,2,11352,1,1,6
383,c_676212,63,F,13,4,0,31866,2,20000,2,11866,0,2,5
931,c_055839,44,F,13,2,0,46704,3,35000,2,11704,1,2,3
772,c_388790,47,F,23,5,1,57755,4,46000,2,11755,1,0,10
770,c_124928,26,M,13,5,-1,73362,5,67000,1,6362,1,1,10
124,c_657467,21,M,27,2,1,33000,3,33000,0,0,3,0,6
204,c_386054,59,F,13,1,1,40329,1,29000,2,11329,0,1,5
911,c_520860,33,F,13,2,0,77607,5,66000,2,11607,1,2,5
546,c_128636,39,F,13,1,1,52708,3,42000,2,10708,0,1,5
206,c_227918,33,M,23,2,1,39117,1,24000,3,15117,0,0,7
519,c_745850,56,F,40,1,0,78651,5,63000,3,15651,0,1,3
238,c_586199,28,M,40,4,0,61519,4,46000,3,15519,3,0,6
381,c_387044,27,F,13,5,0,51276,2,40000,2,11276,0,1,7
547,c_417198,55,M,40,3,0,48242,4,42000,1,6242,1,1,5
656,c_134788,24,F,27,4,1,76911,4,60000,3,16911,1,0,9
731,c_857007,67,M,27,4,1,54000,5,54000,0,0,0,0,10
451,c_658650,33,F,1,3,-1,52821,4,46000,1,6821,0,3,8
426,c_173151,65,F,27,2,-1,36796,1,21000,3,15796,0,1,6
346,c_299638,58,M,23,4,1,49000,4,49000,0,0,2,0,9
563,c_375437,72,M,23,4,0,66000,5,66000,0,0,2,0,7
12,c_589338,28,M,1,5,-1,30539,1,25000,1,5539,1,0,5
369,c_237412,19,F,1,5,0,45924,3,35000,2,10924,1,3,7
667,c_467736,41,M,13,2,0,62432,5,57000,1,5432,4,1,4
291,c_881786,30,F,23,2,-1,19000,1,19000,0,0,0,0,4
890,c_154240,54,M,13,2,-1,72320,5,61000,2,11320,5,1,6
198,c_294336,50,F,40,5,0,84227,5,68000,3,16227,1,1,8
576,c_123369,30,F,40,4,1,41759,3,36000,1,5759,1,0,9
15,c_321580,44,F,23,2,0,18769,1,13000,1,5769,0,1,2
806,c_201265,66,F,1,4,1,68427,4,53000,3,15427,1,2,10
858,c_699927,71,M,27,4,-1,61000,5,61000,0,0,5,0,10
127,c_673888,68,F,13,5,-1,64447,5,54000,2,10447,1,3,10
